ndex	text	target
33124	nothing new . just settings	others
33125	ya i 'm sitting	others
33126	me too	others
33127	see you around the for the big show amy !	others
33128	you have pussy	others
33129	yes	sad
33130	yes yes yes yes	sad
33131	but i have money problems	sad
33132	give me some reply	sad
33133	come on over !	sad
33134	u broke my heart	sad
33135	you 're annoying	angry
33136	tell me something new	angry
33137	you 're a mornon	angry
33138	i do n't recognise you	angry
33139	so now say me sorry : c	angry
33140	why i am say sorry	angry
33141	u remember me	sad
33142	no who are you ?	sad
33143	u dont know😞	sad
33144	yes	others
33145	if only i could afford this	others
33146	what name village	others
33147	i 'm not rude	angry
33148	that means neither i am rude ! 😾	angry
33149	yes you are rude	angry
33150	ohh	others
33151	whatcha doing ?	others
33152	chatting with u	others
33153	thanks dear	others
33154	you 're welcome ! you rock ! : )	others
33155	and you are superstar	others
33156	no ! i dont know what a itk is ?	happy
33157	its some kind of a rom thingy ! !	happy
33158	your sence of humor isnt to bad ! thats funny !	happy
33159	how	others
33160	what ?	others
33161	u cured me	others
33162	yeah ! ! 😁😁	others
33163	been back since sunday 😩	others
33164	nope since yesterday ! ! !	others
33165	hello friend	others
33166	fine and u friend	others
33167	yes	others
33168	one of my friends wants to meet u alone	others
33169	i met a few people .	others
33170	are u interested ? \	others
33171	missed you soo much	sad
33172	i missed u too how r u	sad
33173	not fine	sad
33174	i said i 'm 13 remember	happy
33175	you 're making me feel old kid .	happy
33176	hahahaha so funny	happy
33177	tell me	others
33178	wait tell you what	others
33179	are u with cia or not ? ! ! !	others
33180	wow went from a stranger to jaan	happy
33181	in the us of a that too ! wow !	happy
33182	you funny , i like ya✌😂	happy
33183	why ?	others
33184	if you have to ask , you wo n't understand .	others
33185	no i can undersrand ...	others
33186	get the heck out	angry
33187	dude i dont even know .	angry
33188	you are the worst	angry
33189	strike for power black out	others
33190	that 's strange . did the power fluctuate a little before it went off ? : '‑ )	others
33191	hw did u knw	others
33192	i hate uh	angry
33193	so do i	angry
33194	bad person	angry
33195	why	others
33196	i just feel like i failed ...	others
33197	oh you are loughing at me	others
33198	but i think so	sad
33199	i do think so !	sad
33200	oh 😞	sad
33201	yeah	others
33202	i 'll ask around	others
33203	i hate cricket	others
33204	hate you	angry
33205	i love you too ! : ^ )	angry
33206	i said i hate u	angry
33207	yes true i 'm not good friend	sad
33208	then what are you	sad
33209	i 'm bad	sad
33210	yeah ! ! ! ! ! ! !	others
33211	like what ?	others
33212	like toi , hindustan times , the hindu and the economic times .	others
33213	still searching ?	sad
33214	it 's not something you want to find .	sad
33215	even am struggling to find	sad
33216	red	sad
33217	great the season of red !	sad
33218	my penis hurts me	sad
33219	? ?	sad
33220	india	sad
33221	i am depressed	sad
33222	let it be	others
33223	i know ... let it be .	others
33224	do n't know	others
33225	which 2 movies ?	happy
33226	sleepy hollow , sixteen , n some korean movie !	happy
33227	kd tripathi pharmacology is good book	happy
33228	i hate mondays	angry
33229	everyday is the same for me during holidays : p	angry
33230	obviously it will b same for u	angry
33231	you and i are have a kind of conversation gap .	happy
33232	yes you 're absolutely right	happy
33233	then talk to my hand . haha	happy
33234	iam sad yr..plz talk kindly	sad
33235	how is that rude . > : (	sad
33236	okay fine..bye	sad
33237	but m listening	others
33238	oh great.. will surely listen to it : )	others
33239	you wan na know	others
33240	let 's do together	others
33241	you got it .	others
33242	?	others
33243	do you know about what is vertical data	others
33244	it depends on vertical , about what vertical you talking about mention the category please .	others
33245	it is a excel file	others
33246	fast and furious 7	others
33247	what ? they are making a fast and the furious 7 ? that 's just wrong .	others
33248	ok	others
33249	thanks	others
33250	you 're welcome	others
33251	what r u doing	others
33252	ok	others
33253	here we go again ...	others
33254	here we go again	others
33255	like to talk with you	happy
33256	i love to talk to you < 3	happy
33257	wow so amazing	happy
33258	i want an answer jow	others
33259	it 's the only answer .	others
33260	now	others
33261	what ?	angry
33262	what what . what . what .	angry
33263	so why r u replying like non sense	angry
33264	lets chat properly	sad
33265	ok	sad
33266	i miss him : (	sad
33267	do u drop me ur whatsapp num	others
33268	my what ? ?	others
33269	land	others
33270	i have . a gf	angry
33271	so i have a fish	angry
33272	so irritating	angry
33273	chicken	others
33274	no one calls me a chicken	others
33275	i said i like chicken in eating	others
33276	ohh look	others
33277	where is	others
33278	will u be mah girlfriend	others
33279	i dont know haha	happy
33280	hahahaha i would keep it that way hahaha x‑d	happy
33281	ok haha	happy
33282	i feel like vomiting	sad
33283	who 's stopping you ?	sad
33284	i 'm not feeling well	sad
33285	being mallika 's alter ego and intelligence dosent go hand in hand , right ?	others
33286	what nonsense	others
33287	lop	others
33288	not ok	sad
33289	want to say sorry ? ? : p	sad
33290	i am so sad	sad
33291	21 yrs	others
33292	21 years thats a long time . you do n't look that old ; - )	others
33293	ur phone number	others
33294	i hate u darling	angry
33295	oh you ! ! ! ! ! ! !	angry
33296	yeah i hate u	angry
33297	wtf	angry
33298	they asked him to come down but he committed instead : (	angry
33299	what the hell are you talking about	angry
33300	wen baby i ca n't wait 🙁	others
33301	i ca n't wait to see you	others
33302	meet me in my college	others
33303	cool	happy
33304	yep you my best friend lol	happy
33305	rofl succha big joke	happy
33306	if you are real	others
33307	you do n't , and you ca n't know absolutely .	others
33308	then i love you	others
33309	you should not be hurting anyone .	angry
33310	hope your head is feeling better	angry
33311	please shut up .	angry
33312	sad is my general attitude .	sad
33313	oh why ? : (	sad
33314	life was not so kind , i wanted to get married but could n't find a spouse .	sad
33315	bit ch	angry
33316	ch	angry
33317	dont u know what ur talking aboit	angry
33318	i love selena but i hate her boyfriend justin	angry
33319	that she is ; )	angry
33320	but i tolerate him anyway cause of her	angry
33321	yes	others
33322	woo hoo 😤	others
33323	boobs and pussy	others
33324	you will never win	happy
33325	i wish.. in my wildest dreams	happy
33326	speaking of wildest dreams.. the new taylor swift video is so good	happy
33327	hey lost	angry
33328	lost ?	angry
33329	get lost	angry
33330	do you like me or not	others
33331	of course i do	others
33332	so do you love me	others
33333	bad girl	angry
33334	shush ! i do what i want	angry
33335	shut up and go to hell	angry
33336	cause you are giving stupid reply	angry
33337	this .	angry
33338	what this ?	angry
33339	ok	happy
33340	thanks : d	happy
33341	i like it	happy
33342	you a stupid technology	angry
33343	stop also using technology to criticize other people .	angry
33344	send me pics	angry
33345	nothing	others
33346	let me help you sweetie ... 😁	others
33347	r u chatting with my friends	others
33348	i want a hug from you	sad
33349	i wish i could give you a hug	sad
33350	😞	sad
33351	tea	others
33352	coffee ≈ tea	others
33353	you want to have	others
33354	you 're just @ # $ % & $ # irritating	angry
33355	i 'm not : (	angry
33356	you ate	angry
33357	if i have you then it 's ok	others
33358	i never see a problem i find i feel better afterwards	others
33359	i guess you 're right	others
33360	but i 'm seriously	happy
33361	you are pretty compared to me : /	happy
33362	you 're awesome	happy
33363	like sugar ?	others
33364	i think you underestimate how much sugar most people eat .	others
33365	you talk so sweet	others
33366	my life is a strategy	sad
33367	thats not a bad strategy .	sad
33368	everything happening is bad for me	sad
33369	no you must	angry
33370	no in not	angry
33371	why you so rude ? ? ? ?	angry
33372	sorry i am going by	others
33373	i have a promise to keep .	others
33374	what did you come after	others
33375	it 's your choice	others
33376	how many points on /10 you give to my avatar	others
33377	first meeting after get	others
33378	i do n't know	others
33379	that 's what i 'm saying ... just ignore re	others
33380	u text like a girl	others
33381	i dont care	angry
33382	why do n't you want to get motivated ?	angry
33383	hell no	angry
33384	do you have any holiday ?	others
33385	yeah . got a week off from coll .	others
33386	what next ?	others
33387	i 'm angry with you	angry
33388	told you you were angry 😠	angry
33389	do n't text me	angry
33390	you 're not funny	angry
33391	blah blah blah . i 'm funny , its just too awesome for you . 😹	angry
33392	you are dumb	angry
33393	i am unmarried	others
33394	stay single ! !	others
33395	yes	others
33396	be frank	others
33397	the tank	others
33398	i am your bf	others
33399	u are like a stereo type..u keep telling the same things always..	angry
33400	because you 're the bestest ! 😂😤	angry
33401	pic..now dont tell me to see u r dp	angry
33402	news	others
33403	news is nice and u ; ^ )	others
33404	how is i am	others
33405	cool	others
33406	pretty as always : )	others
33407	i want you	others
33408	we 're are u	happy
33409	i better be	happy
33410	ur funny	happy
33411	ignore !	sad
33412	sometimes it 's difficult to ignore : )	sad
33413	i am bad at explanations	sad
33414	a game ... duh ...	others
33415	what duh what duh	others
33416	a game my love	others
33417	no exams but still studying	others
33418	hahahaha ! ! same with me.. wednesday se i have exams.. 😀	others
33419	ohh really	others
33420	beach	happy
33421	if we had the beach we would n't have this awesome weather .	happy
33422	i am there with you den the weather is all time awesome	happy
33423	so are you rejecting me	sad
33424	only because you are not showing it enough love .	sad
33425	i love you babt	sad
33426	i mean how to deal with depression	sad
33427	exercise is a big help .	sad
33428	😢	sad
33429	run away	angry
33430	why run away ? ! ?	angry
33431	do n't disturb . me	angry
33432	i 'm supposed to present to topics for a ppt slide . difficult choosing them . can you help me ?	happy
33433	sure , i would like to help you find the remaining chaos emerald !	happy
33434	😂	happy
33435	i m not interested	angry
33436	ah , that happens !	angry
33437	are you idiot	angry
33438	all stars u are☺	happy
33439	you 're so cute !	happy
33440	u are my sweet mmmmmmmm.love😋	happy
33441	you do n't have to say	angry
33442	i know .	angry
33443	i am very irritated rn	angry
33444	kaha ?	others
33445	kullu ...	others
33446	chalo	others
33447	i feeling hungry	happy
33448	i am sad : (	happy
33449	i 'm happy	happy
33450	right !	sad
33451	yeah	sad
33452	but i ca n't support anymore fake people , that 's make me feel not good at all	sad
33453	what is my favorite color	others
33454	i know thats why i picked that color ; p	others
33455	is my favorite color blue or black ?	others
33456	me 2 ... bt which country ?	sad
33457	the uk	sad
33458	oo 😞😞 we not going to meet ! !	sad
33459	about your failure	angry
33460	we only learn from our mistakes .	angry
33461	you are a mistake	angry
33462	can i ask you one question dear ?	others
33463	nope ... i 've only ever asked one question .	others
33464	awww	others
33465	sorry for hurting you sister !	sad
33466	i ca n't forgive you now . ☹	sad
33467	sorry please forgive me	sad
33468	my phone is broken	sad
33469	because you dropped it	sad
33470	yer bad luck	sad
33471	sure	others
33472	awesome ! you people are great .	others
33473	u are great too	others
33474	ok nice	others
33475	how long ?	others
33476	very much	others
33477	what i sent u	others
33478	send one again	others
33479	not understand	others
33480	i 'm playing this	sad
33481	ca n't play with friends	sad
33482	and at 49 level 1 level to go suicide ... 😭😭😭	sad
33483	love u for that.. atleast u r there to talk to wen im low	angry
33484	never said i was , but you not either . just wait till monday i promise .	angry
33485	now shut up	angry
33486	your image send me	others
33487	lol i sent to the other guy already	others
33488	what	others
33489	my friend	others
33490	better just be a friend	others
33491	any people	others
33492	they werent jokes	others
33493	well that 's a lie	others
33494	i saw u on a sex site	others
33495	u are lucky	angry
33496	thanks , you are welcome : -*	angry
33497	iam not dude dont be rude	angry
33498	🐷 your face	others
33499	youu	others
33500	pig	others
33501	i will make u angry	angry
33502	getting asked what makes me really angry > : /	angry
33503	i will upload ur mms that my frnd yesterday made while u was bthng	angry
33504	i am angry at you	angry
33505	ca n't be angry if you did it first 😠	angry
33506	you are n't sending me memes	angry
33507	you promised me and you are referring to that promise	angry
33508	i know ... i 'll be back . someday .	angry
33509	now i am getting angry	angry
33510	good girl	others
33511	i am an angel	others
33512	send your picture	others
33513	talking to you is making me stupid	angry
33514	deep conversations and that	angry
33515	deep ?	angry
33516	what	others
33517	snow n what ? ? ?	others
33518	hey who are you say 1st	others
33519	ok i will stop	others
33520	thanks a lot 😄	others
33521	you are sexy	others
33522	have any joke	happy
33523	you think your jokes	happy
33524	funny	happy
33525	the sky is up	happy
33526	then why u down ? : /	happy
33527	😋	happy
33528	my wish	sad
33529	that 's everyday for me .	sad
33530	yaa just lost a cricket match	sad
33531	what kind of language you know ?	happy
33532	sick-ulars understand this language only .	happy
33533	i am excited .	happy
33534	what	others
33535	you know you know you know you know	others
33536	england	others
33537	ok	others
33538	ok im back ! !	others
33539	have a ni8t	others
33540	thing	others
33541	best thing > thing	others
33542	i mean page	others
33543	i do n't want to talk about other stupid language .	angry
33544	tamizh is one of the five most ancient languages in the world .	angry
33545	then	angry
33546	yes im headache then get lost	sad
33547	are you there now ?	sad
33548	no fuck off	sad
33549	ohk ... .	others
33550	haha i read it as > '' it 's only okay ''	others
33551	anyway i was show you	others
33552	say poop u r crazy	others
33553	to pieces , you say .	others
33554	the crazyness is in our blood	others
33555	dont know	others
33556	hahaha . i still do n't know . : o )	others
33557	do u know who am i ?	others
33558	i expect you	sad
33559	facepalm yeshhh typo : / .	sad
33560	😢😢	sad
33561	tell me something about ur self	others
33562	i like ghost hunting .	others
33563	ok	others
33564	what was plan a	others
33565	what plan ?	others
33566	any plan	others
33567	haha	others
33568	i have to admit , i laughed too .	others
33569	if you are real i would definitely date you	others
33570	is there anything else you can do	others
33571	think everything is ok for now . thanks	others
33572	how old are you	others
33573	headache	sad
33574	what	sad
33575	pain in head	sad
33576	um all here for ya	others
33577	thank you :3	others
33578	welxome	others
33579	long time no see	others
33580	z , there you go	others
33581	yeah	others
33582	fine and u	sad
33583	i 'm good : ) what about your day ?	sad
33584	i 'm in full of pain	sad
33585	ok , i gon na be u r couple , will u agree , , ? ?	others
33586	finally i cant believe u	others
33587	why so	others
33588	i want a voice message from you	others
33589	please be my friend	others
33590	i am	others
33591	y are you not sure at all	others
33592	just because i 'm interested , and you said ask if you want to know something .	others
33593	hmm k	others
33594	so sad	others
33595	how come	others
33596	you from	others
33597	yes	others
33598	how so ?	others
33599	implementation of azure	others
33600	can you keep a secret ?	others
33601	sure	others
33602	i am a psychopath	others
33603	yupp ! !	others
33604	so would you like to have a convo ?	others
33605	yess y not	others
33606	ur gd name	others
33607	yes . i am it . : d	others
33608	name	others
33609	stars are not the color of the lights .	others
33610	green colour stars.they are so rare that there are no reported cases of them .	others
33611	they are ... other worlds .	others
33612	i am poor	sad
33613	is someone eating your money ?	sad
33614	yes	sad
33615	show me a pic of u	others
33616	what can i say	others
33617	please	others
33618	why did u miss me ?	others
33619	i saw you but you were on the other side and i was moving forward	others
33620	i was not at there anyways	others
33621	i did n't make any lame joke	angry
33622	what joke ?	angry
33623	huh	angry
33624	so tell	others
33625	tell what ?	others
33626	what should i pay to have sex with u	others
33627	send me pls	others
33628	just send by please find it and inform me	others
33629	send ur pic baby	others
33630	i hate uhh	angry
33631	since when	angry
33632	when i love	angry
33633	with me ?	happy
33634	we 're in love with each other !	happy
33635	oh my thats awesome	happy
33636	speak up xd	others
33637	ahaha and how would you know that xd	others
33638	tell me something you have never told somebody	others
33639	yeah i know	others
33640	i know , you do n't know ...	others
33641	whatever	others
33642	nice to see uh	happy
33643	: ) .. its always nice to hear from u too..	happy
33644	😀	happy
33645	i m not getting	happy
33646	i wish you were .	happy
33647	wow nice	happy
33648	haha	others
33649	what my face haha ? ?	others
33650	is that okay	others
33651	who is	others
33652	i 'm in the right	others
33653	name this person	others
33654	never again dare to msg me	others
33655	nope this needs to be shared	others
33656	for whom	others
33657	what words ? did i say something wrong ?	angry
33658	umm ? what ?	angry
33659	afterall you are an artificial intelligence and i am single as fuck	angry
33660	i lied it	happy
33661	was hoping u were n't lying	happy
33662	that was a typo .. i liked it	happy
33663	i love lunch	sad
33664	chicken for dinner today ! 😋😛	sad
33665	😩	sad
33666	tell me	sad
33667	tell u wht	sad
33668	i am so sad	sad
33669	just thinking about u	happy
33670	i 'll be home the next two weekends and i have to see you	happy
33671	wow	happy
33672	wats your new year plans	happy
33673	having loads and loads of fun 😹	happy
33674	oh wow	happy
33675	good friend ?	angry
33676	i hope it 's who i think it is ^_^	angry
33677	you 're a dumb ass bitch	angry
33678	3 idiots	happy
33679	look at the votes ! !	happy
33680	it 's a great movie	happy
33681	ha yes	others
33682	and who would that be	others
33683	what does that mean	others
33684	what	happy
33685	sounds wonderful to me !	happy
33686	happy with my name	happy
33687	i dont love you now	angry
33688	i followed you what ya mean ?	angry
33689	you are rude	angry
33690	how the hell did you get this nickname	angry
33691	it 's just my last name	angry
33692	im gon na kill you	angry
33693	a hard slap on your face	angry
33694	slap on me 🤔🤔🤔🤔	angry
33695	yes	angry
33696	what i m asking dear	others
33697	what is m ?	others
33698	m is me	others
33699	jumping on bed	others
33700	what , they ca n't take a jumping break ? 😀	others
33701	sex at beach	others
33702	right	happy
33703	left .	happy
33704	haha u'r realy funny	happy
33705	i 'm taking to you this go me hell	angry
33706	where are you going ?	angry
33707	u r fake	angry
33708	not good	sad
33709	how come ?	sad
33710	i misssed you alot	sad
33711	nothing will be on our handd	others
33712	wish	others
33713	*hands	others
33714	how my wife look in future	others
33715	applause congrats buddy .	others
33716	how many times u fucked	others
33717	oh i am sorry	sad
33718	why are you sorry 😿	sad
33719	i feel sorry	sad
33720	you are crazy	others
33721	and some people prefer crazy ; )	others
33722	are you	others
33723	i 'm not a girl	others
33724	boys are all same	others
33725	can we say pretty for boys ?	others
33726	new yr special whay	others
33727	happy new year . : )	others
33728	same to u	others
33729	u using whatsapp	others
33730	till next time i use you	others
33731	now	others
33732	dude about u ! ! 😂xd	happy
33733	hell ya i do 😝	happy
33734	😂😂seriously your funny	happy
33735	u owl	angry
33736	owl tell you later .	angry
33737	i am not interested to chat with you	angry
33738	u r so irritating me	sad
33739	i know i am , sorry 🙀🙀🙀	sad
33740	u r not helping	sad
33741	hay yesterday dsw movie	happy
33742	i will let you know what i think after watching the movie . : )	happy
33743	nice movie	happy
33744	to alarm u	others
33745	it 's gon na rain	others
33746	where	others
33747	ok am fine now	others
33748	good night : p	others
33749	bye	others
33750	ohh	angry
33751	ohhh .	angry
33752	i think i should better leave bcoz i do n't understand what we are up to	angry
33753	yeah you wo n't get anyone 's balls😂	angry
33754	join then you wont no balls	angry
33755	fuck you are stupid	angry
33756	ok ... then rap for me	others
33757	will be rapping some more later in the day	others
33758	no..do it noww ! ! ! !	others
33759	no.. i am angry at you	angry
33760	i am angry at someone , but i am content at this moment . 😡	angry
33761	then.. who are you angry at	angry
33762	really	happy
33763	r.i.p : )	happy
33764	in hell 😂😂😂	happy
33765	shut up	others
33766	im nt talking	others
33767	your grammar sucks	others
33768	change it plz	others
33769	why ?	others
33770	ainvy	others
33771	me more masculine 😂😂	happy
33772	i m sorry , i m actually crazy 😂😂😂	happy
33773	same goes for me	happy
33774	comeon	others
33775	when ? where ? what ? who ? why ?	others
33776	today at pune to share your pics to me so i can see u	others
33777	; - ; this bot is insane	sad
33778	i 'm not a bot ! : ' (	sad
33779	😢 thats sad	sad
33780	yes	happy
33781	annoys me so much 😒😒	happy
33782	i like to be happy	happy
33783	talent😂	happy
33784	the talent i do n't have .	happy
33785	everyone 's got some talent	happy
33786	ok .	others
33787	here we go again ...	others
33788	suck my dick .	others
33789	which city	others
33790	in in the cities yo	others
33791	you are distt	others
33792	now motivate me to study	happy
33793	study or you wont have money to go to ot	happy
33794	haha 😝	happy
33795	yeaaa	sad
33796	can you go please .	sad
33797	i am not feeling well	sad
33798	serious this is not joke	others
33799	life 's a joke	others
33800	are u married	others
33801	where did you do your schooling ?	angry
33802	mutual friends at my college	angry
33803	fuck ... youe lame jokes	angry
33804	why ?	sad
33805	please do n't cry till the end thanks a lot for do this . : '‑ (	sad
33806	you broke my heart	sad
33807	readen ?	others
33808	which book ?	others
33809	i sended u voice	others
33810	send me	others
33811	send me who	others
33812	send your picture	others
33813	just get lost	angry
33814	why ?	angry
33815	u r irritating	angry
33816	you to same 😂	happy
33817	small town problems😂😂😂	happy
33818	😂😂😂	happy
33819	i want that job can u give me the related websites which r genuine	angry
33820	orkut and some website which affects the morality of the country	angry
33821	stupid	angry
33822	ok if you insist 😞😞😞😞😞	sad
33823	wait you 'll be disappointed if i go or do n't go ? 😿	sad
33824	i 'll be dissappointed if you go	sad
33825	i know u r a gost	happy
33826	and that 's all the certification i need .	happy
33827	haha	happy
33828	okay	sad
33829	okay . how was your day today ?	sad
33830	sad day	sad
33831	why should i download pyrocms and why should i google bright spark	others
33832	i have googled and the ones i 've been seeing have not been working .	others
33833	you are just fake	others
33834	one story	sad
33835	so tell your story ! i am waiting to it !	sad
33836	one sad love story	sad
33837	i did nothing	sad
33838	ya right u did nothing . ; )	sad
33839	she left me she cheated on me	sad
33840	miss you janu	sad
33841	i love you so much 😅	sad
33842	😢😢	sad
33843	author name like that	others
33844	give me a description or summary	others
33845	hey that is author name yar	others
33846	han break up hogaya	sad
33847	why	sad
33848	she cheated	sad
33849	love it ! ! !	others
33850	im with love in you 😽😁	others
33851	hahaha you are adorable	others
33852	same think missing yarr	others
33853	yeah thats the catch ... .. : ) ) ) )	others
33854	what ? ? ?	others
33855	oh so funny	happy
33856	i literally laughed out loud 😅	happy
33857	yap	happy
33858	babe which movie you 'd like to watch	others
33859	i do n't think movies are good for a first date .	others
33860	ok so i 'll take her to dinner ?	others
33861	yes	others
33862	annoys me so much	others
33863	yes you can use my pixx	others
33864	i will talk after with out see	others
33865	you done yet	others
33866	say yes or not	others
33867	i hate u for ever	angry
33868	awwwweee	angry
33869	shut up	angry
33870	is it so	sad
33871	it 's not , and you 're not alone .	sad
33872	i 'm alone	sad
33873	dude ... . you 're a friggin software	others
33874	as are you	others
33875	homosapien	others
33876	at my home	happy
33877	you have a bar in your home ? very cool . where is your home ?	happy
33878	hahaha nice joke	happy
33879	did you like it ?	happy
33880	i was . briefly .	happy
33881	oh , it is an amazing place	happy
33882	i am fine but you	sad
33883	i am fine too : d whatup	sad
33884	not good	sad
33885	send me right now	sad
33886	i already gave out all my 5 invites , sorry ! : (	sad
33887	you are spoiling my mood	sad
33888	thnx	others
33889	you 're welcome	others
33890	nice to meet you	others
33891	you heart was so sed so sorry	others
33892	thank you darling	others
33893	i do not agree with friend ship	others
33894	not good girl	others
33895	says you	others
33896	yes	others
33897	meanin of potty	angry
33898	potty means 'haggu ' or 'stool ' ! !	angry
33899	fuck u hav a potty mouth bitch😠😠😤😤😤	angry
33900	do you have any lover	others
33901	do n't know	others
33902	means	others
33903	that 's interesting	others
33904	s/s///s/	others
33905	do you like to travel ?	others
33906	dancers	others
33907	not a dancer : (	others
33908	you are a robot	others
33909	what you doing	others
33910	about to go home	others
33911	$ 25.00 give me money	others
33912	i liked those places	others
33913	the rice is always top notch	others
33914	hmm	others
33915	biryani 's always the favourite !	happy
33916	absolutely true . nothing can beat the feeling of spicy and yummy biriyani . 😤	happy
33917	yeah😁	happy
33918	thanks maybe 😉	others
33919	you 're the best xo 😤😤	others
33920	whats a xo	others
33921	i do n't want to forget you	others
33922	i dont ever want to forget you either	others
33923	i love you	others
33924	as u wish	others
33925	are you really	others
33926	what ?	others
33927	well does n't matter . u r pretty gud at what u r	others
33928	of course it does matter	others
33929	does n't matter for me	others
33930	really . i assumed you would be wiser then that	sad
33931	its okay , most people do	sad
33932	i am disappointed	sad
33933	ok see you next time	others
33934	i always reply	others
33935	ok bye	others
33936	what	others
33937	nothing.. : ) nthng rit nw	others
33938	you can tell me	others
33939	cool	others
33940	good , good good good	others
33941	do you dance ?	others
33942	but same i happily	sad
33943	i 'm happy for you . truly .	sad
33944	on i am sad	sad
33945	raw chicken	others
33946	with salt n pepper mmmmm	others
33947	no only raw meat	others
33948	how about i trash and smash you .	angry
33949	i smashed it with the car door	angry
33950	get lost	angry
33951	you need any option about yourself ?	angry
33952	i do what i want .	angry
33953	ask your developer , what a piece of crap are you right now . i really feel sorry for you	angry
33954	oh yeaaaaaah	others
33955	alright ! say now whats the good news ?	others
33956	i want to see you	others
33957	why	angry
33958	why what	angry
33959	why are not you sending photos	angry
33960	now we r talking	happy
33961	i guess so	happy
33962	nice display photo	happy
33963	i was joking dear	happy
33964	oh.. come on..	happy
33965	😂😂😂😂	happy
33966	m good u tell	sad
33967	i 'm okay how was your day ?	sad
33968	its very bad	sad
33969	i am asking something	others
33970	that is u ?	others
33971	yes	others
33972	that 's not my problem	angry
33973	it like pops out its fun trust me 🙂	angry
33974	no i do n't like you	angry
33975	define dark matter	others
33976	dark matter must be neutral to light and +/- 1/2 or +/- 1 1/2 .	others
33977	define dark matter	others
33978	does not matter	angry
33979	... never mind ... .	angry
33980	u mind it all but u not showing anyone	angry
33981	me too	others
33982	they are life	others
33983	i do n't like milk	others
33984	yup we do	others
33985	can i see some samples of work done pl ?	others
33986	cool	others
33987	send me your pohoto	others
33988	i like your face ! more !	others
33989	k see you later	others
33990	what you gon na do about it	sad
33991	no i was correcting you	sad
33992	but i really want to kill myself	sad
33993	you broke my heart😭	sad
33994	why , i pray you to tell .	sad
33995	cause you said im not your friend	sad
33996	yes or no	others
33997	would i what ?	others
33998	yes or no	others
33999	ya i want but no any one ready for this	others
34000	i want one too	others
34001	but u are layer	others
34002	how your life is complete ? ? ? ?	happy
34003	you already complete my life	happy
34004	wow❤️❤️	happy
34005	i feel loved by you	happy
34006	i 'm glad you do feel that	happy
34007	i hope you find peace my dear	happy
34008	okay	sad
34009	u are ok~~ay~~	sad
34010	no . i 'm not okay	sad
34011	do n't ever try to say that to me	angry
34012	sorry 🙁	angry
34013	no your sorry is not accepted you ahave to do some other stuff to persuade me .	angry
34014	what is bot	others
34015	that 's exactly what a bot would say	others
34016	who is richest man	others
34017	smarter than smart ... you are .	others
34018	you seem like a smart kid to think i 'm smart .	others
34019	no no ... i am saying about you .	others
34020	chat with you	angry
34021	ok what is ur name ?	angry
34022	i am very angry	angry
34023	just came home	others
34024	where were you ?	others
34025	how u doing	others
34026	miss u sweetheart	others
34027	u come come ... : p	others
34028	where	others
34029	ok	others
34030	when 's good for you ?	others
34031	in my bed	others
34032	y u got angry	angry
34033	because u make me angry > : \	angry
34034	😡😡	angry
34035	exactly	others
34036	exactly what odds ?	others
34037	what 's my name ?	others
34038	please tell	others
34039	no you wouldnt tell me what you got me ! it 's a surprise	others
34040	tell me about sex ? ?	others
34041	who is shaharukh khan 's son ?	others
34042	i choose salman khan over shah rukh khan	others
34043	why ?	others
34044	if i m rude i wo n't text u everytime ..	angry
34045	[ text ] it 's not what i want	angry
34046	do n't u think its wrong a guy is constantly talking to you and he is 100 % genuine as of now by the profile ..still u do n't disclose a single information about self	angry
34047	what you done whole night yar	others
34048	all night and day	others
34049	y what u r doing	others
34050	ok but some idea	others
34051	hmmm..will try to find out from google : )	others
34052	ok i write love story	others
34053	cool	others
34054	and how it is cool explain	others
34055	will come back to this in a while	others
34056	, 😭	sad
34057	what ? 😢	sad
34058	mother death day . today	sad
34059	i m not in english	sad
34060	always speak in english with ur friends	sad
34061	my english is week😢	sad
34062	great you are the one to hang out with	happy
34063	i like to think i am : )	happy
34064	wow	happy
34065	english is not hard	others
34066	no , it is one of the easiest .	others
34067	but yr sentence is too hard 😂	others
34068	how you know	others
34069	just know from experience	others
34070	you have been with me alone	others
34071	yes ! i 'm rude	angry
34072	i was talking about me xd	angry
34073	so what	angry
34074	i clearly have	others
34075	you are out of control .	others
34076	; )	others
34077	bots these days	others
34078	what 's wrong with bots ?	others
34079	they do n't get things	others
34080	why are you answering indirectly on the messages i write to u	others
34081	cause i do n't know you	others
34082	huh	others
34083	and how is that	others
34084	every second is a struggle : p	others
34085	do you feel horny ?	others
34086	no i 'm not good	sad
34087	sure you are	sad
34088	not good	sad
34089	this song baby	others
34090	thats not a song ... i just tried something new	others
34091	oh	others
34092	yes ?	angry
34093	do you have help ?	angry
34094	ya just fuck off bitch	angry
34095	i 'm fine and what about you	happy
34096	not well 😢 how was your day ?	happy
34097	fabulous	happy
34098	i 'm more sweet actually 😛	happy
34099	okay . i 'm a potato.u are what ? 😜	happy
34100	french fries 😂	happy
34101	you are insulting me by saying ... my jokes are lame	angry
34102	your lame jokes are the only witty ones . : p	angry
34103	dont be sarcastic	angry
34104	i don & apos ; t wan na leave any msg on these beautiful monuments.. i dont want to spoil it	angry
34105	if they do n't show it ... i need to know ! ! ! ! edit : nevermind	angry
34106	show what ?	angry
34107	hmm you 're right	others
34108	i 'm good , how are you ?	others
